"","seriesId","seriesTitle","seriesAvgRating","totalVotes","avgVotes","numSeasons","avgRuntime","seriesStartYear","seriesStartDecade","lengthYears","genres","baseGenre"
"701","tt5754602","4 Blocks",8.07,4943,260,3,50.6,"2017","2010s",2,"Crime,Drama","Crime"
"702","tt5460226","Search Party",7.76,12964,259,5,25.1,"2016","2010s",6,"Comedy,Crime,Drama","Comedy"
"703","tt5462720","Kevin Can Wait",6.45,12430,259,2,20.5,"2016","2010s",2,"Comedy","Comedy"
"704","tt0112194","The Thin Blue Line",7.44,3618,258,2,31.4,"1995","1990s",1,"Comedy,Crime","Comedy"
"705","tt0262985","Queer as Folk",8.3,21222,256,5,48.7,"2000","2000s",5,"Drama,Romance","Drama"
"706","tt7879820","On My Block",7.95,9741,256,4,29.4,"2018","2010s",3,"Comedy,Drama","Comedy"
"707","tt0247827","X-Men: Evolution",7.35,13239,255,4,21.9,"2000","2000s",3,"Action,Adventure,Animation","Action"
"708","tt1981558","Key and Peele",7.67,14045,255,5,22,"2012","2010s",3,"Comedy","Comedy"
"709","tt1416765","Parenthood",8.06,26128,254,6,47.2,"2010","2010s",5,"Comedy,Drama","Comedy"
"710","tt0078579","Buck Rogers in the 25th Century",6.59,8109,253,2,65.6,"1979","1970s",2,"Action,Adventure,Sci-Fi","Action"
"711","tt1778108","The Hour",8.05,3030,252,2,60.8,"2011","2010s",1,"Drama","Drama"
"712","tt8000674","Little America",7.29,4025,252,2,33.8,"2020","2020s",2,"Comedy,Drama","Comedy"
"713","tt6078096","High Maintenance",7.91,8525,251,4,28.5,"2016","2010s",4,"Comedy,Drama","Comedy"
"714","tt1842530","Unforgettable",7.55,15252,250,4,43.1,"2011","2010s",5,"Crime,Drama,Mystery","Crime"
"715","tt0057751","Gilligan's Island",7.14,24534,248,3,29.7,"1964","1960s",28,"Comedy,Family","Comedy"
"716","tt1190689","Nurse Jackie",7.84,19694,246,7,27.3,"2009","2000s",6,"Comedy,Drama","Comedy"
"717","tt1832045","Magic City",7.55,3937,246,2,51.9,"2012","2010s",1,"Crime,Drama","Crime"
"718","tt2262532","The Fosters",7.83,25624,246,5,42.4,"2013","2010s",5,"Drama,Romance","Drama"
"719","tt4364202","Criminal Minds: Beyond Borders",6.72,6361,245,2,41,"2016","2010s",1,"Action,Adventure,Crime","Action"
"720","tt6423364","Bad Blood",7.84,3431,245,2,46.2,"2017","2010s",1,"Crime,Drama","Crime"
"721","tt0060009","Mission: Impossible",7.45,41732,244,7,50.4,"1966","1960s",7,"Action,Adventure,Crime","Action"
"722","tt3288518","Younger",7.48,20511,244,7,23.6,"2015","2010s",6,"Comedy,Romance","Comedy"
"723","tt0972412","Private Practice",7.76,27258,243,6,50.9,"2007","2000s",6,"Comedy,Drama,Romance","Comedy"
"724","tt0362357","New Tricks",7.76,25919,242,12,58.9,"2003","2000s",12,"Comedy,Crime,Drama","Comedy"
"725","tt3468798","Baskets",7.65,9676,242,4,23.9,"2016","2010s",3,"Comedy,Drama","Comedy"
"726","tt0330251","The L Word",7.69,16767,240,6,53.1,"2004","2000s",5,"Drama,Romance","Drama"
"727","tt0098802","Get a Life",8.6,8601,239,2,30,"1990","1990s",2,"Comedy,Fantasy","Comedy"
"728","tt0115341","Sabrina the Teenage Witch",7.04,39006,239,7,30,"1996","1990s",7,"Comedy,Family,Fantasy","Comedy"
"729","tt0377253","Rosemary & Thyme",7.66,5238,238,3,50.6,"2003","2000s",3,"Crime,Drama,Mystery","Crime"
"730","tt7612548","The Outpost",7.88,11652,238,4,42.1,"2018","2010s",3,"Action,Adventure,Drama","Action"
"731","tt0805669","Ugly Betty",7.63,20130,237,4,51.8,"2006","2000s",4,"Comedy,Drama,Romance","Comedy"
"732","tt2022713","Brickleberry",7.24,8517,237,3,21.9,"2012","2010s",3,"Animation,Comedy","Animation"
"733","tt1722512","Ultimate Spider-Man",7.43,24569,236,4,22.3,"2012","2010s",5,"Action,Adventure,Animation","Action"
"734","tt3973820","Red Oaks",7.51,6125,236,3,25.9,"2014","2010s",3,"Comedy,Drama,Sport","Comedy"
"735","tt0235923","Invader ZIM",7.95,6577,235,2,24.4,"2001","2000s",5,"Action,Adventure,Animation","Action"
"736","tt0306274","What's New, Scooby-Doo?",7.33,9886,235,3,20.9,"2002","2000s",4,"Adventure,Animation,Comedy","Adventure"
"737","tt18250904","Not Dead Yet",7.61,5415,235,2,21.5,"2023","2020s",1,"Comedy","Comedy"
"738","tt1001482","United States of Tara",7.88,8440,234,3,27,"2009","2000s",2,"Comedy,Drama,Romance","Comedy"
"739","tt6712476","Bancroft",7.43,1640,234,2,49.9,"2017","2010s",3,"Crime,Drama,Mystery","Crime"
"740","tt1595680","Being Human",7.92,12115,233,4,44,"2011","2010s",3,"Drama,Fantasy,Horror","Drama"
"741","tt0421030","Big Love",7.73,12252,231,5,54.5,"2006","2000s",5,"Drama","Drama"
"742","tt9288848","Pacific Rim: The Black",7.21,3220,230,2,23.8,"2021","2020s",1,"Action,Adventure,Animation","Action"
"743","tt5037914","Crashing",7.94,5490,229,3,30.3,"2017","2010s",2,"Comedy,Drama","Comedy"
"744","tt8878862","Invisible City",7.47,2753,229,2,38.4,"2021","2020s",2,"Crime,Drama,Fantasy","Crime"
"745","tt0054518","The Avengers",7.33,36656,228,7,52.1,"1961","1960s",8,"Action,Comedy,Crime","Action"
"746","tt0092345","DuckTales",7.5,22992,228,4,23.9,"1987","1980s",3,"Action,Adventure,Animation","Action"
"747","tt3314218","UnREAL",7.68,8655,228,4,41.9,"2015","2010s",3,"Drama","Drama"
"748","tt7631146","The Split",7.75,4563,228,4,58.5,"2018","2010s",4,"Drama","Drama"
"749","tt2226342","Devious Maids",8.09,11133,227,4,42.5,"2013","2010s",3,"Comedy,Drama,Mystery","Comedy"
"750","tt4816626","Outsiders",7.82,5913,227,2,45,"2016","2010s",1,"Crime,Drama","Crime"
"751","tt0073972","Charlie's Angels",7.13,24630,226,5,52.3,"1976","1970s",5,"Action,Adventure,Crime","Action"
"752","tt0061265","The Invaders",7.7,9633,224,2,51.8,"1967","1960s",1,"Drama,Sci-Fi,Thriller","Thriller"
"753","tt0063878","The Brady Bunch",7.08,26198,224,5,25.4,"1969","1960s",5,"Comedy,Family","Comedy"
"754","tt2407574","My Mad Fat Diary",8.19,3582,224,3,46.8,"2013","2010s",2,"Comedy,Drama,Romance","Comedy"
"755","tt3061830","Togetherness",7.72,3588,224,2,27.2,"2015","2010s",1,"Comedy,Drama,Romance","Comedy"
"756","tt0213327","Andromeda",6.88,24552,223,5,43,"2000","2000s",5,"Action,Adventure,Drama","Action"
"757","tt1663676","Awkward.",7.53,19823,223,5,22.5,"2011","2010s",5,"Comedy,Drama,Romance","Comedy"
"758","tt5770788","Sick Note",7.24,3128,223,2,24.4,"2017","2010s",1,"Comedy,Crime","Comedy"
"759","tt7555294","L.A.'s Finest",7.48,5796,223,2,47,"2019","2010s",1,"Action,Comedy,Crime","Action"
"760","tt0799922","Wizards of Waverly Place",6.94,23496,222,4,24.1,"2007","2000s",5,"Adventure,Comedy,Drama","Adventure"
"761","tt0787985","Robin Hood",7.66,8612,221,3,44.9,"2006","2000s",3,"Action,Adventure,Comedy","Action"
"762","tt2325846","DreamWorks Dragons",7.62,8843,221,2,22.6,"2012","2010s",2,"Action,Adventure,Animation","Action"
"763","tt0074074","Wonder Woman",6.89,13003,220,3,47.6,"1975","1970s",4,"Action,Adventure,Fantasy","Action"
"764","tt4955480","Great News",7.46,5017,218,2,21,"2017","2010s",1,"Comedy","Comedy"
"765","tt9252156","Departure",7.25,3923,218,3,41.3,"2019","2010s",3,"Drama,Mystery,Thriller","Thriller"
"766","tt0053502","The Flintstones",7.34,36206,217,6,28.4,"1960","1960s",6,"Adventure,Animation,Comedy","Adventure"
"767","tt0058815","I Dream of Jeannie",7.28,30131,217,5,25,"1965","1960s",5,"Comedy,Family,Fantasy","Comedy"
"768","tt5511512","Trial & Error",8.13,4999,217,2,21.5,"2017","2010s",1,"Comedy,Crime,Mystery","Comedy"
"769","tt0068040","Are You Being Served?",7.63,14899,216,10,28,"1972","1970s",13,"Comedy","Comedy"
"770","tt0118254","Ally McBeal",7.25,24051,215,5,59.8,"1997","1990s",5,"Comedy,Drama,Fantasy","Comedy"
"771","tt3315020","Prey",7.3,1290,215,2,45.7,"2014","2010s",1,"Crime,Drama,Thriller","Crime"
"772","tt1213218","Batman: The Brave and the Bold",7.39,13897,214,3,23.1,"2008","2000s",3,"Action,Adventure,Animation","Action"
"773","tt1797404","House of Lies",7.32,12440,214,5,27.8,"2012","2010s",4,"Comedy,Drama","Comedy"
"774","tt3922704","No Offence",7.97,4484,214,3,50.3,"2015","2010s",3,"Crime,Drama,Mystery","Crime"
"775","tt10662034","Mr. Mayor",7.11,4260,213,2,21.4,"2021","2020s",1,"Comedy","Comedy"
"776","tt2705602","Atlantis",7.22,5527,213,2,44.9,"2013","2010s",2,"Adventure,Drama,Fantasy","Adventure"
"777","tt9789660","Transformers: War for Cybertron Trilogy",7.31,3827,213,3,24.7,"2020","2020s",1,"Action,Adventure,Animation","Action"
"778","tt0379632","Hustle",8.03,10170,212,8,57.7,"2004","2000s",8,"Crime,Drama,Mystery","Crime"
"779","tt1590961","Breakout Kings",7.63,4871,212,2,43,"2011","2010s",1,"Crime,Drama,Thriller","Crime"
"780","tt4384086","Life in Pieces",7.51,16743,212,4,20.9,"2015","2010s",4,"Comedy","Comedy"
"781","tt2375720","The Doctor Blake Mysteries",8.19,9702,211,6,57.4,"2013","2010s",5,"Crime,Drama,Mystery","Crime"
"782","tt7645192","Baby",7.42,3802,211,3,45.4,"2018","2010s",2,"Drama","Drama"
"783","tt0955322","Reaper",7.54,6496,210,2,40.8,"2007","2000s",2,"Adventure,Comedy,Drama","Adventure"
"784","tt1986770","Anger Management",6.89,21035,210,2,21.8,"2012","2010s",2,"Comedy,Romance","Comedy"
"785","tt0058855","The Wild Wild West",7.47,21742,209,4,59.7,"1965","1960s",4,"Action,Adventure,Drama","Action"
"786","tt2387761","Breaking Bad: Original Minisodes",7.04,3556,209,3,2.6,"2009","2000s",2,"Comedy,Crime,Drama","Comedy"
"787","tt5936448","Riviera",7,5854,209,3,46.5,"2017","2010s",3,"Drama,Thriller","Thriller"
"788","tt12635162","Don't Toy with Me, Miss Nagatoro",7.44,4967,207,2,24,"2021","2020s",2,"Animation,Comedy,Romance","Animation"
"789","tt1247637","Above Suspicion",7.38,2265,206,4,50,"2009","2000s",3,"Crime,Drama,Mystery","Crime"
"790","tt7011370","This Time with Alan Partridge",7.82,2470,206,2,29.5,"2019","2010s",2,"Comedy","Comedy"
"791","tt0065314","The Mary Tyler Moore Show",7.75,34379,205,7,30,"1970","1970s",7,"Comedy","Comedy"
"792","tt1552112","The Glades",7.41,10025,205,4,43.3,"2010","2010s",3,"Action,Crime,Drama","Action"
"793","tt5722214","Stan Against Evil",7.41,4923,205,3,21,"2016","2010s",2,"Comedy,Fantasy,Horror","Comedy"
"794","tt9644058","Guilt",7.45,2457,205,3,55,"2019","2010s",4,"Comedy,Crime,Drama","Comedy"
"795","tt0058805","Get Smart",7.72,28099,204,5,26.1,"1965","1960s",5,"Action,Adventure,Comedy","Action"
"796","tt1659175","Transformers Prime",8.03,13276,204,3,22,"2010","2010s",3,"Action,Adventure,Animation","Action"
"797","tt0426371","The Suite Life of Zack & Cody",7.22,17663,203,3,25.4,"2005","2000s",3,"Comedy,Family","Comedy"
"798","tt0103442","Highlander",7.61,24058,202,6,49,"1992","1990s",6,"Action,Adventure,Fantasy","Action"
"799","tt11448214","Rent-a-Girlfriend",7.27,7257,202,3,23.6,"2020","2020s",5,"Animation,Comedy,Romance","Animation"
"800","tt5761496","Get Shorty",8.18,5458,202,3,56.4,"2017","2010s",2,"Comedy,Crime","Comedy"
"801","tt4635922","Car Share",8.32,2411,201,2,28,"2015","2010s",5,"Comedy","Comedy"
"802","tt6258718","Bad Banks",7.3,2411,201,2,51.4,"2018","2010s",2,"Crime,Drama,Thriller","Crime"
"803","tt0867015","Rebus",7.66,2807,200,4,87,"2000","2000s",4,"Crime,Drama,Mystery","Crime"
"804","tt1515193","The Big C",7.86,8012,200,4,32.6,"2010","2010s",3,"Comedy,Drama","Comedy"
"805","tt9134194","Trinkets",7.66,3995,200,2,26.2,"2019","2010s",1,"Comedy,Crime,Drama","Comedy"
"806","tt0106028","Homicide: Life on the Street",8.04,24296,199,7,45.9,"1993","1990s",6,"Crime,Drama,Mystery","Crime"
"807","tt1059475","Flashpoint",7.79,14893,199,5,41.9,"2008","2000s",4,"Action,Crime,Drama","Action"
"808","tt8036272","Tuca & Bertie",7.74,5982,199,3,23.8,"2019","2010s",3,"Animation,Comedy","Animation"
"809","tt0077089","Taxi",7.42,22565,198,5,29,"1978","1970s",5,"Comedy","Comedy"
"810","tt0101081","Dinosaurs",7.67,12875,198,4,24,"1991","1990s",3,"Comedy,Family,Fantasy","Comedy"
"811","tt0381798","Rescue Me",8.04,18438,198,7,44.5,"2004","2000s",7,"Comedy,Drama","Comedy"
"812","tt4779762","Detroiters",7.96,3948,197,2,20.8,"2017","2010s",1,"Comedy","Comedy"
"813","tt3595776","The Odd Couple",6.98,7413,195,3,21.2,"2015","2010s",2,"Comedy","Comedy"
"814","tt6583806","This Country",8.11,3709,195,3,27.4,"2017","2010s",3,"Comedy","Comedy"
"815","tt4816058","Dragons: Race to the Edge",7.89,15157,194,6,22.1,"2015","2010s",3,"Action,Adventure,Animation","Action"
"816","tt0068044","Banacek",7.48,3280,193,2,75,"1972","1970s",2,"Crime,Drama,Mystery","Crime"
"817","tt0103586","The Young Indiana Jones Chronicles",7.41,5394,193,2,51.9,"1992","1990s",1,"Action,Adventure,Family","Action"
"818","tt5097050","Chewing Gum",7.66,2316,193,2,22.8,"2015","2010s",2,"Comedy","Comedy"
"819","tt0044231","Adventures of Superman",7.37,19840,191,6,29.7,"1952","1950s",6,"Action,Adventure,Crime","Action"
"820","tt0364828","Las Vegas",7.6,20172,190,5,41.9,"2003","2000s",5,"Crime,Drama","Crime"
"821","tt4789576","The Path",7.76,6823,190,3,50,"2016","2010s",2,"Drama","Drama"
"822","tt6437276","For The People",7.72,3805,190,2,42.2,"2018","2010s",1,"Drama","Drama"
"823","tt0088510","Star Wars: Droids",5.97,2640,189,2,24.8,"1985","1980s",1,"Action,Adventure,Animation","Action"
"824","tt4304864","Divorce",7.36,4534,189,3,29.5,"2016","2010s",3,"Comedy,Drama","Comedy"
"825","tt1851040","Powers",7.46,3766,188,2,43.1,"2015","2010s",1,"Action,Crime,Drama","Action"
"826","tt7718110","Hightown",7.77,4701,188,3,55.8,"2020","2020s",4,"Crime,Drama,Mystery","Crime"
"827","tt9224216","Ms Fisher's Modern Murder Mysteries",7.53,2257,188,2,58.5,"2019","2010s",2,"Crime,Drama,Mystery","Crime"
"828","tt1726839","The Looney Tunes Show",7.63,9741,187,2,22.6,"2011","2010s",2,"Adventure,Animation,Comedy","Adventure"
"829","tt7948998","God Friended Me",8.06,7843,187,2,42.6,"2018","2010s",2,"Comedy,Drama,Fantasy","Comedy"
"830","tt12987918","Good Morning, Verônica",7.31,3161,186,3,48.9,"2020","2020s",4,"Crime,Drama,Mystery","Crime"
"831","tt3597790","Angie Tribeca",7.48,7404,185,4,20.7,"2016","2010s",2,"Action,Comedy,Crime","Action"
"832","tt10888876","Love & Anarchy",7.39,2947,184,2,31,"2020","2020s",2,"Comedy,Drama,Romance","Comedy"
"833","tt2222352","Cuckoo",7.26,6067,184,5,26.5,"2012","2010s",7,"Comedy","Comedy"
"834","tt0050033","The Lucy-Desi Comedy Hour",8.12,2381,183,3,61.2,"1957","1950s",3,"Comedy,Family","Comedy"
"835","tt0055701","The Saint",7.19,21552,183,6,51.5,"1962","1960s",7,"Action,Crime,Drama","Action"
"836","tt0074053","The Scooby-Doo/Dynomutt Hour",7.17,7332,183,3,31.4,"1976","1970s",2,"Adventure,Animation,Comedy","Adventure"
"837","tt1608180","Mike & Molly",7.03,23296,183,6,21.2,"2010","2010s",6,"Comedy,Romance","Comedy"
"838","tt5193358","Wanted",7.77,3292,183,3,44.7,"2016","2010s",2,"Action,Crime,Drama","Action"
"839","tt0112084","Mr. Show with Bob and David",8.29,5456,182,4,27.9,"1995","1990s",3,"Comedy","Comedy"
"840","tt2578508","Inside Amy Schumer",6.97,7988,182,5,21.4,"2013","2010s",9,"Comedy","Comedy"
"841","tt3127020","Faking It",8.03,6914,182,3,21.2,"2014","2010s",2,"Comedy,Drama,Romance","Comedy"
"842","tt6128254","Lodge 49",7.97,3633,182,2,46.1,"2018","2010s",1,"Comedy,Drama,Mystery","Comedy"
"843","tt0077097","WKRP in Cincinnati",7.93,16313,181,4,24.7,"1978","1970s",4,"Comedy","Comedy"
"844","tt0241088","Da Ali G Show",7.89,3258,181,3,27.8,"2000","2000s",4,"Comedy","Comedy"
"845","tt0320970","Still Standing",7.62,15923,181,4,30,"2002","2000s",4,"Comedy,Romance","Comedy"
"846","tt1583607","Hot in Cleveland",7.76,23312,181,6,22.1,"2010","2010s",5,"Comedy","Comedy"
"847","tt1497609","Vexed",7.29,1619,180,2,60.4,"2010","2010s",2,"Comedy,Crime,Mystery","Comedy"
"848","tt6601082","Rise of the Teenage Mutant Ninja Turtles",7.2,10082,180,2,15.5,"2018","2010s",2,"Action,Adventure,Animation","Action"
"849","tt7217374","Hidden",7.42,3610,180,3,57.2,"2018","2010s",4,"Crime,Drama,Mystery","Crime"
"850","tt0491603","H2O: Just Add Water",7.68,13992,179,3,25,"2006","2000s",4,"Adventure,Comedy,Drama","Adventure"
"851","tt2056366","The Carrie Diaries",7.66,4652,179,2,42.4,"2013","2010s",1,"Comedy,Drama,Romance","Comedy"
"852","tt3594982","Sex & Drugs & Rock & Roll",7.84,3582,179,2,24.7,"2015","2010s",1,"Comedy,Music","Comedy"
"853","tt6623682","Rebecka Martinsson",6.77,2859,179,2,44.4,"2017","2010s",3,"Crime,Drama,Mystery","Crime"
"854","tt0115200","Hey Arnold!",7.5,17811,178,5,24.2,"1996","1990s",8,"Animation,Comedy,Family","Animation"
"855","tt0805666","Shark",7.75,6767,178,2,55.4,"2006","2000s",2,"Crime,Drama,Mystery","Crime"
"856","tt1741256","Suburgatory",7.17,10143,178,3,21.8,"2011","2010s",3,"Comedy","Comedy"
"857","tt0103466","The Larry Sanders Show",7.85,15736,177,6,25.4,"1992","1990s",6,"Comedy","Comedy"
"858","tt0098749","Beverly Hills, 90210",6.72,51254,176,10,46.7,"1990","1990s",10,"Drama,Romance","Drama"
"859","tt1000734","Secret Diary of a Call Girl",6.98,5638,176,4,23,"2007","2000s",4,"Drama","Drama"
"860","tt8974594","Queens of Mystery",7.92,2108,176,2,45,"2019","2010s",2,"Crime,Drama,Mystery","Crime"
"861","tt0321021","Without a Trace",7.36,28055,175,7,46.3,"2002","2000s",7,"Crime,Drama,Mystery","Crime"
"862","tt3597912","The Royals",8.15,7013,175,4,43.1,"2015","2010s",3,"Drama","Drama"
"863","tt0071036","Porridge",8.1,3487,174,3,30,"1974","1970s",3,"Comedy,Crime","Comedy"
"864","tt0235918","The Fairly OddParents",6.44,27682,174,10,26.2,"2001","2000s",16,"Adventure,Animation,Comedy","Adventure"
"865","tt1885102","The Transporter",7.15,4169,174,2,47.6,"2012","2010s",2,"Action,Adventure,Crime","Action"
"866","tt2393813","Graceland",8.09,6612,174,3,43.6,"2013","2010s",2,"Action,Crime,Drama","Action"
"867","tt5619658","Flowers",7.93,2078,173,2,24.6,"2016","2010s",2,"Comedy,Drama","Comedy"
"868","tt0105941","Animaniacs",8.02,17012,172,5,23,"1993","1990s",5,"Adventure,Animation,Comedy","Adventure"
"869","tt0426719","Hunter x Hunter",7.95,10612,171,3,23,"1999","1990s",2,"Action,Adventure,Animation","Action"
"870","tt12682076","The Wonder Years",7.77,5471,171,2,21.3,"2021","2020s",2,"Comedy,Drama,Family","Comedy"
"871","tt1415889","Good Luck Charlie",7.67,16725,171,4,22.9,"2010","2010s",4,"Comedy,Drama,Family","Comedy"
"872","tt19394168","Unstable",6.76,2736,171,2,24.4,"2023","2020s",1,"Comedy","Comedy"
"873","tt2141913","Review",8.35,3760,171,3,21.6,"2014","2010s",3,"Comedy","Comedy"
"874","tt3187578","The Mysteries of Laura",7.49,6486,171,2,42.4,"2014","2010s",2,"Comedy,Crime,Mystery","Comedy"
"875","tt0076975","The Amazing Spider-Man",6.66,2377,170,2,51.4,"1977","1970s",2,"Action,Adventure,Crime","Action"
"876","tt0086791","Robin Hood",7.77,4078,170,3,55,"1984","1980s",2,"Action,Drama,Fantasy","Action"
"877","tt0161952","Saint Seiya: Knights of the Zodiac",7.62,19358,170,3,24.9,"1986","1980s",3,"Action,Adventure,Animation","Action"
"878","tt1086191","Outnumbered",8.05,5783,170,5,29.7,"2007","2000s",17,"Comedy,Drama","Comedy"
"879","tt1782352","Upstairs Downstairs",7.52,1528,170,2,60.3,"2010","2010s",2,"Drama","Drama"
"880","tt4168956","Wrecked",7.71,5110,170,3,21.1,"2016","2010s",2,"Action,Adventure,Comedy","Action"
"881","tt8708280","State of the Union",7.02,3402,170,2,9.9,"2019","2010s",3,"Comedy,Drama,Romance","Comedy"
"882","tt0288937","Degrassi: The Next Generation",7.53,64751,168,14,24.5,"2001","2000s",14,"Drama,Romance","Drama"
"883","tt0366005","Danny Phantom",7.65,8218,168,3,26.4,"2003","2000s",4,"Action,Adventure,Animation","Action"
"884","tt2171086","Ani*Kuri15",5.43,2518,168,3,1,"2007","2000s",1,"Animation,Comedy,Drama","Animation"
"885","tt0098882","One Foot in the Grave",7.99,6013,167,6,30.2,"1990","1990s",11,"Comedy,Drama","Comedy"
"886","tt8690518","The Baby-Sitters Club",7.82,2999,167,2,26.8,"2020","2020s",1,"Adventure,Comedy,Drama","Adventure"
"887","tt2058303","Fresh Meat",7.5,4994,166,4,39.9,"2011","2010s",5,"Comedy,Drama","Comedy"
"888","tt8387348","The House of Flowers",7.36,5634,166,3,31,"2018","2010s",2,"Comedy,Drama","Comedy"
"889","tt8430356","This Way Up",7.41,1980,165,2,24.2,"2019","2010s",2,"Comedy","Comedy"
"890","tt0057790","Thunderbirds",7.16,5264,164,2,48.9,"1965","1960s",1,"Action,Adventure,Family","Action"
"891","tt0071054","The Six Million Dollar Man",7.02,16225,164,5,52.6,"1974","1970s",4,"Action,Crime,Drama","Action"
"892","tt0088591","The Ray Bradbury Theater",6.08,10640,164,6,23.9,"1985","1980s",7,"Drama,Fantasy,Horror","Drama"
"893","tt2177489","Baby Daddy",7.92,16387,164,6,21.5,"2012","2010s",5,"Comedy,Drama,Family","Comedy"
"894","tt0165961","Sports Night",8.01,7311,162,2,29.3,"1998","1990s",2,"Comedy,Drama,Sport","Comedy"
"895","tt0428167","Stromberg",7.83,7455,162,5,26.2,"2004","2000s",8,"Comedy","Comedy"
"896","tt1442065","Rookie Blue",8.04,11991,162,6,43.6,"2010","2010s",5,"Action,Crime,Drama","Action"
"897","tt5099020","Aranyélet",8.28,3876,162,3,58.4,"2015","2010s",3,"Action,Crime,Drama","Action"
"898","tt0259733","Waking the Dead",7.73,14782,161,9,58,"2000","2000s",11,"Crime,Drama,Mystery","Crime"
"899","tt1723760","Dallas",8.05,6432,161,3,42.8,"2012","2010s",2,"Drama,Romance","Drama"
"900","tt7563270","Sweetbitter",7.42,2256,161,2,28.3,"2018","2010s",1,"Comedy,Drama","Comedy"
"901","tt5598192","Before We Die",7.58,2888,160,2,58.1,"2017","2010s",2,"Drama,Mystery,Thriller","Thriller"
"902","tt0397138","Corner Gas",8.1,16996,159,6,22.1,"2004","2000s",5,"Comedy","Comedy"
"903","tt2402061","Murder in the First",7.69,5079,159,3,42.5,"2014","2010s",2,"Crime,Drama,Mystery","Crime"
"904","tt1225901","90210",7.01,17979,158,5,41.4,"2008","2000s",5,"Comedy,Drama,Romance","Comedy"
"905","tt0086770","Night Court",7.34,30246,157,9,28.8,"1984","1980s",8,"Comedy","Comedy"
"906","tt2505072","The Red Road",7.95,1882,157,2,43.7,"2014","2010s",1,"Crime,Drama,Thriller","Crime"
"907","tt0068149","The Waltons",7.62,32974,156,9,59.9,"1972","1970s",9,"Drama,Family,Romance","Drama"
"908","tt0069599","Kojak",7.41,18232,156,5,49.7,"1973","1970s",5,"Action,Crime,Drama","Action"
"909","tt0106084","Alleyn Mysteries",7.37,1405,156,2,99.3,"1990","1990s",4,"Crime,Drama,Mystery","Crime"
"910","tt0106126","SeaQuest 2032",6.7,8909,156,3,45.5,"1993","1990s",3,"Action,Adventure,Family","Action"
"911","tt2022170","The Client List",7.12,3890,156,2,42.5,"2011","2010s",2,"Crime,Drama","Crime"
"912","tt8594510","Back to Life",7.36,1874,156,2,25.8,"2019","2010s",2,"Comedy,Drama","Comedy"
"913","tt0061248","Dragnet 1967",7.54,15234,155,4,29.9,"1967","1960s",3,"Crime,Drama,Mystery","Crime"
"914","tt0118364","Just Shoot Me!",7.23,23093,155,7,21.9,"1997","1990s",6,"Comedy","Comedy"
"915","tt0312895","The Last Detective",7.69,2642,155,4,71.6,"2003","2000s",4,"Comedy,Crime,Drama","Comedy"
"916","tt0437745","Robot Chicken",7.17,34966,155,11,11.3,"2005","2000s",17,"Adventure,Animation,Comedy","Adventure"
"917","tt1181917","The Suite Life on Deck",6.85,10992,155,3,24.3,"2008","2000s",3,"Action,Adventure,Comedy","Action"
"918","tt2455546","Avengers Assemble",7.16,19724,155,5,22.4,"2012","2010s",7,"Action,Adventure,Animation","Action"
"919","tt5194866","The Coroner",7.19,3105,155,2,44.8,"2015","2010s",1,"Comedy,Crime,Drama","Comedy"
"920","tt8962130","Shrill",7.26,3419,155,3,23.8,"2019","2010s",2,"Comedy,Drama","Comedy"
"921","tt0423661","Green Wing",7.98,2764,154,2,53.4,"2004","2000s",3,"Comedy,Drama","Comedy"
"922","tt0462128","The New Adventures of Old Christine",7.24,13547,154,5,29,"2006","2000s",4,"Comedy","Comedy"
"923","tt4600404","Modus",6.99,2458,154,2,43.6,"2015","2010s",2,"Crime,Drama,Mystery","Crime"
"924","tt0115215","The Incredible Hulk",6.65,3211,153,2,21.5,"1996","1990s",2,"Action,Adventure,Animation","Action"
"925","tt4465472","Rosewood",7.71,6744,153,2,44,"2015","2010s",2,"Crime,Drama,Mystery","Crime"
"926","tt6538034","Save Me",7.69,1832,153,2,44.8,"2018","2010s",4,"Crime,Drama,Mystery","Crime"
"927","tt6987476","Burden of Truth",7.91,5209,153,4,44,"2018","2010s",3,"Drama","Drama"
"928","tt0086687","The Cosby Show",6.96,29891,152,8,24.4,"1984","1980s",8,"Comedy,Family,Romance","Comedy"
"929","tt0092357","Friday the 13th: The Series",6.93,10974,152,3,45.9,"1987","1980s",3,"Fantasy,Horror,Mystery","Horror"
"930","tt6236572","Mary Kills People",7.83,2745,152,3,42.9,"2017","2010s",2,"Drama","Drama"
"931","tt9454736","Intelligence",6.97,1821,152,2,21.7,"2020","2020s",3,"Comedy","Comedy"
"932","tt8019444","Aggretsuko",7.59,7708,151,5,16.9,"2018","2010s",5,"Animation,Comedy,Drama","Animation"
"933","tt0115243","Lexx",6.98,9164,150,4,49.9,"1996","1990s",6,"Action,Adventure,Comedy","Action"
"934","tt1319735","Royal Pains",7.58,15579,150,8,42.8,"2009","2000s",7,"Comedy,Drama","Comedy"
"935","tt3012160","Alpha House",7.25,3143,150,2,26.7,"2013","2010s",1,"Comedy,Drama","Comedy"
"936","tt0055683","The Jetsons",7.1,11199,149,3,29.8,"1962","1960s",1,"Animation,Comedy,Family","Animation"
"937","tt0458122","Star Trek Phase II",7,1638,149,4,54.7,"2004","2000s",19,"Action,Adventure,Sci-Fi","Action"
